question_id	question	predicted	gold	hardness	exact_match	select_match_gold	select_match_pred	select_match	select_match (no_agg)_gold	select_match (no_agg)_pred	select_match (no_agg)	where_match_gold	where_match_pred	where_match	where_match (no op)_gold	where_match (no op)_pred	where_match (no op)	group (NO HAVING)_gold	group (NO HAVING)_pred	group (NO HAVING)	group_gold	group_pred	group	order_gold	order_pred	order	and_or_gold	and_or_pred	and_or	IUEN_gold	IUEN_pred	IUEN	keywords_gold	keywords_pred	keywords	
551	What are the last name of the students who live in North Carolina but have not registered in any degree programs?	SELECT Students.last_name FROM Students WHERE Addresses.state_province_county = 'terminal' EXCEPT SELECT Student_Enrolment.student_id FROM Students JOIN Student_Enrolment	SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id	extra	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	NOK	2	2	OK	
552	Show the date and id of the transcript with at least 2 course results.	SELECT Transcripts.transcript_date, Transcripts.transcript_id FROM Transcripts JOIN Transcript_Contents GROUP BY Transcripts.transcript_id HAVING Count(*) >= 'terminal'	SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
553	What is the date and id of the transcript with at least 2 courses listed?	SELECT Transcripts.transcript_date, Transcripts.transcript_id FROM Transcripts JOIN Transcript_Contents GROUP BY Transcripts.transcript_id HAVING Count(*) >= 'terminal'	SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
554	What is the phone number of the man with the first name Timmothy and the last name Ward?	SELECT Students.cell_mobile_number FROM Students WHERE Students.first_name = 'terminal' AND Students.last_name = 'terminal'	SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward'	medium	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
555	What is the mobile phone number of the student named Timmothy Ward ?	SELECT Students.cell_mobile_number FROM Students WHERE Students.first_name = 'terminal' AND Students.last_name = 'terminal'	select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward'	medium	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
556	Who is the first student to register? List the first name, middle name and last name.	SELECT Students.first_name, Students.middle_name, Students.last_name FROM Students ORDER BY Students.first_name Asc LIMIT 1	SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1	medium	NOK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	NOK	1	1	OK	0	0	NA	3	3	OK	
557	What is the first, middle, and last name of the first student to register?	SELECT Students.first_name, Students.middle_name, Students.last_name FROM Students ORDER BY Students.date_first_registered Asc LIMIT 1	SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1	medium	OK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
558	Who is the earliest graduate of the school? List the first name, middle name and last name.	SELECT Students.first_name, Students.middle_name, Students.last_name FROM Students ORDER BY Students.first_name Asc LIMIT 1	SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1	medium	NOK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	NOK	1	1	OK	0	0	NA	3	3	OK	
559	What is the first, middle, and last name of the earliest school graduate?	SELECT Students.first_name, Students.middle_name, Students.last_name FROM Students ORDER BY Students.date_left Asc LIMIT 1	SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1	medium	OK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
560	Whose permanent address is different from his or her current address? List his or her first name.	SELECT DISTINCT Students.first_name FROM Addresses JOIN Students WHERE Students.permanent_address_id != Students.current_address_id	SELECT first_name FROM Students WHERE current_address_id != permanent_address_id	easy	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
561	What is the first name of the student whose permanent address is different from his or her current one?	SELECT DISTINCT Students.first_name FROM Students WHERE Students.permanent_address_id != Students.permanent_address_id	SELECT first_name FROM Students WHERE current_address_id != permanent_address_id	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
562	Which address holds the most number of students currently? List the address id and all lines.	SELECT Addresses.address_id, Addresses.line_3 FROM Addresses JOIN Students GROUP BY Addresses.address_id ORDER BY Count(*) Desc LIMIT 1	SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1	extra	NOK	3	2	NOK	3	2	NOK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
563	What is the id, line 1, and line 2 of the address with the most students?	SELECT Addresses.address_id, Addresses.line_1, Addresses.line_2 FROM Addresses JOIN Students GROUP BY Addresses.address_id ORDER BY Count(*) Desc LIMIT 1	SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1	extra	OK	3	3	OK	3	3	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
564	On average, when were the transcripts printed?	SELECT Avg(Transcripts.transcript_date) FROM Transcripts	SELECT avg(transcript_date) FROM Transcripts	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
565	What is the average transcript date?	SELECT Avg(Transcripts.transcript_date) FROM Transcripts	SELECT avg(transcript_date) FROM Transcripts	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
566	When is the first transcript released? List the date and details.	SELECT Transcripts.transcript_date, Transcripts.transcript_date FROM Transcripts ORDER BY Transcripts.transcript_date Asc LIMIT 1	SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1	medium	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
567	What is the earliest date of a transcript release, and what details can you tell me?	SELECT Transcripts.transcript_date, Transcripts.transcript_date FROM Transcripts ORDER BY Transcripts.transcript_date Asc LIMIT 1	SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1	medium	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
568	How many transcripts are released?	SELECT Count(*) FROM Transcripts	SELECT count(*) FROM Transcripts	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
569	How many transcripts are listed?	SELECT Count(*) FROM Transcripts	SELECT count(*) FROM Transcripts	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
570	What is the last transcript release date?	SELECT Transcripts.transcript_date FROM Transcripts	SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1	medium	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	0	ND	1	1	OK	0	0	NA	3	0	ND	
571	When was the last transcript released?	SELECT Transcripts.transcript_date FROM Transcripts	SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1	medium	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	0	ND	1	1	OK	0	0	NA	3	0	ND	
572	How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.	SELECT Transcripts.transcript_id, Count(*) FROM Transcripts JOIN Transcript_Contents GROUP BY Transcripts.transcript_id ORDER BY Count(*) Desc LIMIT 1	SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1	hard	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
573	What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?	SELECT Student_Enrolment_Courses.student_course_id, Student_Enrolment_Courses.student_enrolment_id FROM Student_Enrolment_Courses JOIN Transcript_Contents GROUP BY Transcript_Contents.transcript_id ORDER BY Count(*) Desc LIMIT 1	SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1	hard	NOK	2	2	NOK	2	2	NOK	0	0	NA	0	0	NA	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
574	Show the date of the transcript which shows the least number of results, also list the id.	SELECT Transcripts.transcript_date, Transcripts.transcript_id FROM Transcripts GROUP BY Transcripts.transcript_id ORDER BY Count(*) Asc LIMIT 1	SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1	extra	NOK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
575	What is the date and id of the transcript with the least number of results?	SELECT Transcripts.transcript_date, Transcripts.transcript_id FROM Transcripts GROUP BY Transcripts.transcript_id ORDER BY Count(*) Asc LIMIT 1	SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1	extra	NOK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
576	Find the semester when both Master students and Bachelor students got enrolled in.	SELECT Semesters.semester_name FROM Student_Enrolment JOIN Semesters WHERE Degree_Programs.degree_summary_name = 'terminal' INTERSECT SELECT Semesters.semester_name FROM Student_Enrolment JOIN Semesters WHERE Degree_Programs.degree_summary_name = 'terminal'	SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor'	extra	NOK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	NOK	2	2	OK	
577	What is the id of the semester that had both Masters and Bachelors students enrolled?	SELECT Student_Enrolment.semester_id FROM Student_Enrolment WHERE Degree_Programs.degree_summary_name = 'terminal' INTERSECT SELECT Student_Enrolment.semester_id FROM Student_Enrolment WHERE Degree_Programs.degree_summary_name = 'terminal'	SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor'	extra	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	NOK	2	2	OK	
578	How many different addresses do the students currently live?	SELECT Count(DISTINCT Students.current_address_id) FROM Students	SELECT count(DISTINCT current_address_id) FROM Students	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
579	What are the different addresses that have students living there?	SELECT DISTINCT Addresses.other_address_details FROM Addresses JOIN Students	SELECT count(DISTINCT current_address_id) FROM Students	easy	NOK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
580	List all the student details in reversed lexicographical order.	SELECT Students.other_student_details FROM Students ORDER BY Students.other_student_details Desc	SELECT other_student_details FROM Students ORDER BY other_student_details DESC	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	2	2	OK	
581	What other details can you tell me about students in reverse alphabetical order?	SELECT Student_Enrolment.other_details FROM Student_Enrolment JOIN Students ORDER BY Students.other_student_details Desc	SELECT other_student_details FROM Students ORDER BY other_student_details DESC	easy	NOK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	2	2	OK	
582	Describe the section h.	SELECT Sections.section_description FROM Sections WHERE Sections.section_name = 'terminal'	SELECT section_description FROM Sections WHERE section_name  =  'h'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
583	What is the description for the section named h?	SELECT Sections.section_description FROM Sections WHERE Sections.section_name = 'terminal'	SELECT section_description FROM Sections WHERE section_name  =  'h'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
584	Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .	SELECT Students.first_name FROM Students JOIN Addresses WHERE Addresses.country = 'terminal' OR Students.cell_mobile_number = 'terminal'	select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582'	hard	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
585	What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?	SELECT Students.first_name FROM Students JOIN Addresses WHERE Addresses.country = 'terminal' OR Students.cell_mobile_number = 'terminal'	select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582'	hard	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
586	List the title of all cartoons in alphabetical order.	SELECT Cartoon.Title FROM Cartoon ORDER BY Cartoon.Title Asc	SELECT Title FROM Cartoon ORDER BY title	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	2	2	OK	
587	What are the titles of the cartoons sorted alphabetically?	SELECT Cartoon.Title FROM Cartoon ORDER BY Cartoon.Title Asc	SELECT Title FROM Cartoon ORDER BY title	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	2	2	OK	
588	List all cartoon directed by "Ben Jones".	SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = 'terminal'	SELECT Title FROM Cartoon WHERE Directed_by = "Ben Jones";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
589	What are the names of all cartoons directed by Ben Jones?	SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = 'terminal'	SELECT Title FROM Cartoon WHERE Directed_by = "Ben Jones";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
590	How many cartoons were written by "Joseph Kuhr"?	SELECT Count(*) FROM Cartoon WHERE Cartoon.Written_by = 'terminal'	SELECT count(*) FROM Cartoon WHERE Written_by = "Joseph Kuhr";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
591	What is the number of cartoones written by Joseph Kuhr?	SELECT Count(*) FROM Cartoon WHERE Cartoon.Written_by = 'terminal'	SELECT count(*) FROM Cartoon WHERE Written_by = "Joseph Kuhr";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
592	list all cartoon titles and their directors ordered by their air date	SELECT Cartoon.Title, Cartoon.Directed_by FROM Cartoon ORDER BY Cartoon.Original_air_date Asc	SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	2	2	OK	
593	What is the name and directors of all the cartoons that are ordered by air date?	SELECT Cartoon.Title, Cartoon.Directed_by FROM Cartoon JOIN TV_series ORDER BY TV_series.Air_Date Asc	SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date	medium	NOK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	NOK	1	1	OK	0	0	NA	2	2	OK	
594	List the title of all cartoon directed by "Ben Jones" or "Brandon Vietti".	SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = 'terminal' OR Cartoon.Directed_by = 'terminal'	SELECT Title FROM Cartoon WHERE Directed_by = "Ben Jones" OR Directed_by = "Brandon Vietti";	medium	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
595	What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?	SELECT Cartoon.Title FROM Cartoon WHERE Cartoon.Directed_by = 'terminal' OR Cartoon.Directed_by = 'terminal'	SELECT Title FROM Cartoon WHERE Directed_by = "Ben Jones" OR Directed_by = "Brandon Vietti";	medium	OK	1	1	OK	1	1	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
596	Which country has the most of TV Channels? List the country and number of TV Channels it has.	SELECT TV_Channel.Country, Count(*) FROM TV_Channel GROUP BY TV_Channel.Country ORDER BY Count(*) Desc LIMIT 1	SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;	hard	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
597	What is the country with the most number of TV Channels and how many does it have?	SELECT TV_Channel.Country, Count(*) FROM TV_Channel GROUP BY TV_Channel.Country ORDER BY Count(*) Desc LIMIT 1	SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;	hard	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
598	List the number of different series names and contents in the TV Channel table.	SELECT Count(DISTINCT TV_Channel.series_name), Count(DISTINCT TV_Channel.Content) FROM TV_Channel	SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
599	How many different series and contents are listed in the TV Channel table?	SELECT Count(DISTINCT TV_Channel.series_name), Count(DISTINCT TV_Channel.Content) FROM TV_Channel	SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
600	What is the content of TV Channel with serial name "Sky Radio"?	SELECT TV_Channel.Content FROM TV_Channel WHERE TV_Channel.series_name = 'terminal'	SELECT Content FROM TV_Channel WHERE series_name = "Sky Radio";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
601	What is the content of the series Sky Radio?	SELECT TV_Channel.Content FROM TV_Channel WHERE TV_Channel.series_name = 'terminal'	SELECT Content FROM TV_Channel WHERE series_name = "Sky Radio";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
602	What is the Package Option of TV Channel with serial name "Sky Radio"?	SELECT TV_Channel.Package_Option FROM TV_Channel WHERE TV_Channel.series_name = 'terminal'	SELECT Package_Option FROM TV_Channel WHERE series_name = "Sky Radio";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
603	What are the Package Options of the TV Channels whose series names are Sky Radio?	SELECT TV_Channel.Package_Option FROM TV_Channel WHERE TV_Channel.series_name = 'terminal'	SELECT Package_Option FROM TV_Channel WHERE series_name = "Sky Radio";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
604	How many TV Channel using language English?	SELECT Count(*) FROM TV_Channel WHERE TV_Channel.Language = 'terminal'	SELECT count(*) FROM TV_Channel WHERE LANGUAGE = "English";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
605	How many TV Channels use the English language?	SELECT Count(*) FROM TV_Channel WHERE TV_Channel.Language = 'terminal'	SELECT count(*) FROM TV_Channel WHERE LANGUAGE = "English";	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
606	List the language used least number of TV Channel. List language and number of TV Channel.	SELECT TV_Channel.Language, Count(*) FROM TV_Channel GROUP BY TV_Channel.Language ORDER BY Count(*) Asc LIMIT 1	SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;	hard	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
607	What are the languages used by the least number of TV Channels and how many channels use it?	SELECT TV_Channel.Language, Count(*) FROM TV_Channel GROUP BY TV_Channel.Language ORDER BY Count(*) Asc LIMIT 1	SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;	hard	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	4	4	OK	
608	List each language and the number of TV Channels using it.	SELECT TV_Channel.Language, Count(*) FROM TV_Channel GROUP BY TV_Channel.Language	SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
609	For each language, list the number of TV Channels that use it.	SELECT TV_Channel.Language, Count(*) FROM TV_Channel GROUP BY TV_Channel.Language	SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
610	What is the TV Channel that shows the cartoon "The Rise of the Blue Beetle!"? List the TV Channel's series name.	SELECT TV_Channel.series_name FROM Cartoon JOIN TV_Channel WHERE Cartoon.Title = 'terminal'	SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = "The Rise of the Blue Beetle!";	medium	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
611	What is the series name of the TV Channel that shows the cartoon "The Rise of the Blue Beetle"?	SELECT TV_Channel.series_name FROM TV_series JOIN TV_Channel JOIN Cartoon WHERE Cartoon.Title = 'terminal'	SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = "The Rise of the Blue Beetle!";	medium	NOK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
612	List the title of all  Cartoons showed on TV Channel with series name "Sky Radio".	SELECT Cartoon.Title FROM Cartoon JOIN TV_Channel WHERE TV_Channel.series_name = 'terminal'	SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = "Sky Radio";	medium	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
613	What is the title of all the cartools that are on the TV Channel with the series name "Sky Radio"?	SELECT Cartoon.Title FROM Cartoon JOIN TV_Channel WHERE TV_Channel.series_name = 'terminal'	SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = "Sky Radio";	medium	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
614	List the Episode of all TV series sorted by rating.	SELECT TV_series.Episode FROM TV_series ORDER BY TV_series.Rating Asc	SELECT Episode FROM TV_series ORDER BY rating	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	2	2	OK	
615	What are all of the episodes ordered by ratings?	SELECT TV_series.Episode FROM TV_series ORDER BY TV_series.Rating Asc	SELECT Episode FROM TV_series ORDER BY rating	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	2	2	OK	
616	List top 3 highest Rating  TV series. List the TV series's Episode and Rating.	SELECT TV_series.Episode, TV_series.Rating FROM TV_series ORDER BY TV_series.Rating Desc LIMIT 1	SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;	medium	OK	2	2	OK	2	2	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	3	3	OK	
